palavra,tf,dicts,corpus,title,dmap
palavras,9251387,1,0.4268,0,bcdfghijmnpqr
palavreado,21462,1,0.0376,0,abcdhijklmnoqst
palavrinha,42322,1,0.0658,0,bcdghijklmoqs
palavrinhas,38784,0.9089,0.0376,0.0047,bcdhij
palavrão,99157,1,0.2922,0,abcdfghijklmoqrst
palavrões,133689,0.9089,0.2922,0.0041,bcdfhj
palco,2004597,1,0.4268,0,abcdfghijklmnoqrst
palcos,265105,0.99,0.1863,0,bcdfhij
paleolítico,25682,1,0.4268,0.0097,abcdghijklmoqrs
palermo,137146,0.99,0.0119,0.0733,acdfhjr
palestina,333927,1,0.9624,0.5285,abcdfghijlmoqrs
palestinas,21912,0.9089,0.0119,0,bcdhij
palestinianos,34266,0.001,0.0066,0,cj
palestino,94859,1,0.1126,0,abcdfghijkmoqrs
palestinos,189234,0.999,0.1126,0,bcdhijlq
palestra,1612493,1,0.9989,0.2561,abcdfghijklmoqrst
palestrante,351544,1,0.2922,0.0746,acdhjklmoqrst
palestrantes,162315,0.0911,0.0376,0,cdhj
palestras,1005406,0.999,0.1863,0,bcdfghij
paleta,314289,1,0.9624,0.0323,abcdfhijklmoqrs
paletas,52273,0.999,0.1126,0.0052,bcdfhijs
palete,45194,1,0.8874,0.0055,cdfhjmoqrs
paletes,70472,0.01,0.0376,0.1877,cfj
paletó,72100,1,0.998,0.0024,abcdfghijklmoqrst
palha,483331,1,0.9989,0.0201,abcdfghijklmopqrst
palhas,22936,0.999,0.0376,0,bcdfghij
palhaça,28318,0.9089,0.0376,0.0052,cfjlms
palhaçada,137322,1,0.0658,0.0038,abcdfghijklmnoqst
palhaçadas,35003,0.999,0.0212,0,bcdhijnq
palhaço,420493,1,0.5732,0.0249,abcdfghijklmoqrst
palhaços,136162,0.99,0.1863,0,bcdfhij
palheta,110391,1,0.8874,0.0141,abcdfhijklmoqrs
palhetas,33222,0.999,0.1863,0,bcdfhijs
palhinha,26706,1,0.0119,0,bcdfghijklmoqs
palhoça,95142,1,0.2922,0.0293,abcdfghijklmoqst
paliativo,24475,1,0.2922,0,abcdfghijklmoqrst
paliativos,39553,0.9089,0.0376,0,bcdhij
palidez,30049,1,0.4268,0.0042,abcdfghijklmoqrst
palio,667994,1,0.9934,0.3285,acdfghijklmoqrs
palito,181979,1,0.2922,0.0034,abcdfghijklmopqrs
palitos,115917,1,0.1863,0.0066,bcdfghijks
palma,553011,1,0.9989,0.2992,abcdfghijklmnoqrs
palmada,34500,1,0.0658,0.0047,bcdfhijklmoqrst
palmadas,30853,0.99,0.0212,0,bcdfhij
palmarés,27974,1,0.9342,0.0042,abcdfghijkmoqs
palmas,260346,1,0.4268,0,bcdfghijmqst
palmatória,22313,1,0.8137,0.0043,abcdghijklmnoqst
palmeira,80678,1,0.1863,0,abcdfghijklmoqrs
palmeiras,207776,0.9999,0.2922,0.0031,abcdfghij
palmeirense,89153,1,0.1126,0.0058,acdghijkmoqs
palmeirenses,30481,0.001,0.0011,0,cj
palmela,75819,1,0.0011,0.018,cdfghijklmoqs
palmilha,81708,1,0.7078,0.0045,abcdfghijklmoqrst
palmira,34023,1,0.0119,0.0083,cdfghijkmo
palmito,109895,1,0.1863,0.0061,abcdfghijklmoqs
palmo,58489,1,0.4268,0,abcdfhijklmoqs
palmos,29315,1,0.1126,0,bcdfghijkm
paloma,168310,1,0.8874,0.084,cdfhjlmoqs
palomar,51200,1,0.0212,0.0121,acdfghijklmqs
palpação,22936,1,0.0376,0,acdfghijklmoqrst
palpita,21183,0.99,0.2922,0.0023,bcdfhij
palpitar,25977,1,0.0212,0,abcdfghijklmnoqrst
palpitações,30919,0.5,0.0376,0,bcdhj
palpite,149790,1,0.1863,0.0061,abcdfhijklmnoqrst
palpites,88510,0.999,0.1126,0,bcdfhijm
palpáveis,32553,0.9089,0.0119,0,bcdfhj
palpável,85929,1,0.7078,0,abcdfghijklmnoqrst
palácio,1399749,1,0.9934,0.3365,abcdfghijklmnoqrs
palácios,118814,0.9089,0.1863,0.0063,bcdfhj
pam,21413,0.01,0.0119,0,dhl
pamonha,35678,1,0.2922,0.005,abcdfghijklmoqst
pampa,40484,1,0.0376,0,abcdfhijklmoqs
pampas,24204,1,0.0658,0,bcdfghijlmq
pan,109703,1,0.1863,0,acdfghjklmo
panaceia,24753,1,0.9788,0.0023,abcdfghijklmoqrs
panamá,320854,1,0.9999,0.5924,abcdfghijklmoqrs
panca,42770,1,1,0.0031,abcdfghijklmnoqrs
pancada,137868,1,0.8874,0.0027,abcdfghijklmnoqst
pancadaria,46518,1,0.0376,0,abcdghijklmnoqrs
pancadas,110178,0.999,0.2922,0,bcdfhijq
pancreatite,29190,1,0.0376,0.0047,acdghijklmoqrs
panda,263180,1,0.9934,0.1454,abcdfghijklmoqrs
pandeiro,55002,1,0.1126,0,abcdfghijklmoqrs
pandemia,64210,1,0.0658,0,acdfghijklmoqrs
pandora,158509,1,0.4268,0.0856,abcdfhijlmoqrs
pane,75104,1,0.4268,0.004,acdfhjkmoqs
panela,986883,1,0.4268,0.002,abcdfghijklmoqrst
panelas,309562,0.9999,0.4268,0.0497,bcdfghijs
panelinha,29832,1,0.0212,0,bcdfhijklmnoqst
panetone,43593,1,0.0119,0.004,acdfghijkmoqs
panfletagem,31204,1,0.002,0.0048,acdghijkmo
panfleto,70206,1,0.4268,0,abcdfghijklmoqrst
panfletos,125511,0.9999,0.1126,0,bcdfghijk
panificação,58338,1,0.1126,0.0107,acdghijklmoqst
paninho,33502,1,0.0066,0.0044,bcdfhijlmoqs
paninhos,23852,0.99,0.002,0,bcdfhij
pano,838919,1,0.9788,0.0014,abcdfghijklmnoqrst
panorama,391391,1,0.5732,0,abcdfghijklmoqrst
panorâmica,322946,1,0.9342,0.0022,bcdhijmoqs
panorâmicas,80066,0.5,0.0119,0.0127,bcdhj
panorâmico,64135,1,0.7078,0.0039,abcdghijklmoqrs
panos,182816,1,0.8137,0.0034,bcdfghijklmnq
panqueca,43568,1,0.1126,0,abcdfghijklmnoqrs
panquecas,72140,0.99,0.0658,0,bcdfhij
pantanal,29155,1,0.4268,0,abcdfghijklmoqs
pantera,130168,1,0.0658,0.0291,abcdfghijklmoqrs
panteras,28227,0.999,0.0066,0,bcdfghij
panteão,69053,1,0.1863,0.0115,acdfghijklmoqrs
pantone,34954,0.0911,0.0006,0.0756,gijk
pantufa,27541,1,0.0376,0.0056,acdfhjklmoqrs
pantufas,28101,0.5,0.0119,0,cdfhj
panturrilha,41070,1,0.0376,0,acdghijklmoqrst
panóplia,20446,1,0.4268,0.0041,acdfghijklmoqrs
papa,2101114,1,0.9999,0.2496,abcdfghijklmnoqrs
papado,40821,1,0.0658,0,abcdfhijklmoqrst
papagaio,205249,1,0.9989,0.0169,abcdfghijklmoqrst
papagaios,52934,0.9999,0.1863,0,bcdfghijk
papai,704790,1,0.2922,0.002,abcdfghijklmopqrs
papaia,20717,1,0.0212,0,abcdfghijklmoqrs
papais,58239,0.999,0.0658,0,bcdfghij
papal,64497,1,0.5732,0,cdfghijklmoqrst
paparazzi,43910,1,0.0066,0,cdfghijkqs
papas,111259,0.9999,0.1126,0,bcdfhijqr
papel,8395196,1,0.4268,0.0019,abcdfghijklmnopqrst
papelada,53963,1,0.0658,0,abcdfhijklmoqrst
papelaria,112404,1,0.0376,0,abcdfghijklmoqs
papelarias,21375,0.9089,0.0037,0,bcdhij
papelzinho,22285,0.5,0.002,0,cdhjq
papelão,329257,1,0.4268,0.01,abcdfghijklmopqrst
paper,126803,0.5,0.0658,0,dhmos
papilas,20666,0.99,0.0376,0.0041,bcdfhij
papinha,65366,0.9999,0.0212,0.0058,cdfghijks
papinhas,21394,0.01,0.0119,0.1983,cfj
papinho,31227,0.99,0.0066,0.0043,cdfghjm
papiro,34469,1,0.0658,0.004,abcdfghijklmoqrs
papo,1281885,1,0.5732,0.002,abcdfghijklmoqrst
papoila,25451,1,0.0658,0.0052,cdfghjlmoqrs
papos,88242,0.9999,0.1126,0,bcdfghijk
papoula,23644,1,0.1863,0.0046,abcdfghijklmoqrs
papão,40589,1,0.1126,0,abcdfghijklmopqs
papéis,1344469,1,1,0.0257,bcdfghijlmpqst
paquera,78976,1,0.7078,0.0052,abcdfhijkmoqst
paquerar,24346,1,0.0119,0,abcdfghijkmoqrst
paqueta,50029,1,0.1863,0.4763,acdfghijklmqs
paquete,27759,1,0.1126,0.0086,acdfghijklmnoqst
paquistanês,22033,1,0.7078,0.004,acdghijkmoqrs
paquímetro,21149,1,0.5732,0.0049,abcdghijkmoqrs
par,1691842,1,0.4268,0,abcdfghijklmnoqrst
parabeniza,116091,0.0911,0.7078,0.0303,cdhj
parabenizando,21852,0.0911,0.0119,0,cdhj
parabenizar,181170,1,0.0658,0.0039,acdghijkmoqrst
parabenizo,40313,0.0911,0.0066,0.0746,cdhj
parabenizou,41629,0.0911,0.0066,0.04,cdhj
parabéns,7497279,1,0.9989,0.2407,abcdfhijklmnoqrst
parabólica,85413,0.9999,0.8137,0.0117,bcdhijmoq
parabólicas,21811,0.5,0.0212,0.0092,bcdhj
paracetamol,32607,1,0.0119,0,cdghijkoqs
parada,1149189,1,0.5732,0,bcdfhijklmopqrst
paradas,444121,0.999,0.2922,0.0032,bcdfhijp
paradeiro,102199,1,0.1863,0,abcdfghijklmnoqrs
paradigma,427293,1,0.4268,0,abcdfghijklmnoqrst
paradigmas,226780,0.9089,0.1126,0.0032,bcdhij
paradinha,40225,0.9089,0.0037,0,cdfhjq
paradisíaca,38499,0.5,0.0119,0,bcdhj
paradisíacas,28201,0.5,0.0119,0,bcdhj
paradisíaco,63549,1,0.1863,0,abcdghijklmnoqst
parado,751042,1,0.2922,0,bcdfghijklmnoqrst
parador,27561,1,0.0212,0.0068,acdfhjlmoq
parados,182928,0.999,0.1863,0.0039,bcdfghij
paradoxal,86483,1,0.2922,0,abcdfghijklmnoqrst
paradoxalmente,63703,1,0.0658,0,abcdhijmqrs
paradoxo,181577,1,0.1863,0.0034,abcdfhijklmoqrst
paradoxos,50007,0.9999,0.1126,0,bcdfghijk
paraense,124280,1,0.0119,0,acdfghijklmoqs
paraenses,40180,0.01,0.0066,0,cfj
parafernália,28585,1,0.2922,0.004,abcdghijkmoqrst
parafina,52005,1,0.7078,0.0051,abcdfhijklmoqrs
parafraseando,31529,0.9089,0.0212,0,bcdhij
parafuso,185640,1,0.4268,0,abcdfghijklmnoqrst
parafusos,215326,0.9999,0.4268,0,bcdfghijk
paragem,242978,1,0.1863,0.0135,abcdfghijklmoqrst
paragens,117777,0.999,0.1126,0.0039,bcdfhijs
paraguai,619191,1,0.998,0.4975,abcdfghijklmqr
paraguaia,41459,1,0.1126,0.004,bcdfghijmo
paraguaio,75594,1,0.1863,0,abcdfghijklmoqrs
paraguaios,38750,0.99,0.0212,0,bcdghij
paraibana,42618,0.99,0.002,0,bcdfhij
paraibano,88597,1,0.0376,0,abcdfghijklmoqs
paraibanos,31173,0.9089,0.002,0.0044,bcdhij
paralela,234996,1,0.2922,0,abcdfhijklmoqrs
paralelamente,126402,1,0.1863,0,abcdhijlmqrs
paralelas,186135,0.9999,0.2922,0,bcdfhijms
paralelepípedo,22022,1,0.4268,0,abcdghijklmoqrs
paralelepípedos,23550,0.5,0.0376,0,bcdhj
paralelismo,50297,1,0.1126,0.0047,abcdhijklmoqrst
paralelo,548385,1,0.4268,0.002,abcdfghijklmnoqrst
paralelos,186477,0.999,0.2922,0,bcdfhijm
paralisa,49175,0.99,0.9788,0.0022,bcdfhij
paralisada,53626,0.9089,0.0376,0,bcdhij
paralisadas,37368,0.9089,0.0376,0,bcdhij
paralisado,69386,1,0.1863,0,abcdhijoqt
paralisados,33924,0.9089,0.0212,0,bcdhij
paralisam,21570,0.99,0.0212,0,bcdfhij
paralisar,60304,1,0.1126,0,abcdfghijklmnoqrst
paralisação,267603,1,0.4268,0,abcdghijkmoqrst
paralisações,32131,0.5,0.0066,0,bcdhj
paralisia,162811,1,0.4268,0,abcdfghijklmnopqrst
paralisou,25556,0.99,0.0212,0,bcdfhij
paralímpico,25519,0.999,0.0066,0.0096,cdghijkm
paralítico,42081,1,0.9624,0.0022,abcdghijklmoqrst
param,297171,0.99,0.1863,0,bcdfhij
paramilitares,25247,0.9089,0.0376,0,bcdhij
paramos,183458,0.99,0.9881,0.0118,bcdfhij
paranaense,204209,1,0.0119,0,acdghijklmoqs
paranaenses,63642,0.0911,0.1126,0.0412,cdhj
parando,166053,0.99,0.1126,0.0047,bcdfhij
paranoico,36108,1,0.9881,0.002,abcdfghijklmoqrs
paranormais,41359,0.9089,0.0119,0.0048,bcdhij
paranormal,36685,1,0.0658,0,abcdghijkmoqrs
paraná,6772025,1,1,0.3472,abcdfghijkmoqrs
paranóia,101596,1,0.998,0.0066,abcdfghijklmnoqrs
parapeito,28941,1,0.1863,0,abcdfhijklmoqrst
parapente,32147,1,0.0212,0,acdfghijkmoqrs
paraplégico,23005,1,0.8137,0.008,abcdghijkmoqs
paraquedas,49214,1,0.0066,0,acdghijkmoqrs
parar,3368992,1,0.4268,0,abcdfghijklmnoqrst
pararam,187123,0.99,0.0658,0.0041,bcdfhij
pararem,56455,0.99,0.0212,0.0041,bcdfhij
pararmos,42786,0.99,0.0376,0,bcdfhij
paras,32032,0.99,0.0658,0,bcdfhij
parasita,101172,1,0.9881,0.0024,bcdfghijklmnoqrst
parasitarias,23303,0.9089,0.8137,0.004,bcdhij
parasitas,143771,0.9999,0.2922,0,bcdfghijm
parasitismo,21449,1,0.0119,0.0042,abcdghijklmoqst
parasse,69865,0.99,0.0658,0.0041,bcdfhij
parassem,22137,0.99,0.0376,0,bcdfhij
parati,46307,1,0.0066,0.0041,acdfghijklmnoqs
parava,163911,0.9999,0.5732,0.0021,bcdfghijk
paravam,47369,0.99,0.0658,0.0041,bcdfhij
paraíba,1660381,1,0.9788,0.4845,abcdfghijklmoqs
paraíso,1306467,1,0.9997,0.3328,abcdfghijklmoqrst
paraísos,58039,0.99,0.0119,0,bcdfghj
parceira,436246,0.99,0.1126,0,bcdfhij
parceiras,185381,0.99,0.1126,0,bcdfhij
parceiro,1309925,1,0.4268,0.002,abcdfghijklmnoqrst
parceiros,2431439,0.999,0.4268,0,bcdfghij
parcela,931618,1,0.9788,0.0035,abcdfhijklmnoqrst
parcelada,26629,0.99,0.0037,0,bcdfhij
parcelado,360060,1,0.1126,0,bcdfhijklmnoqst
parcelados,25942,0.9089,0.0212,0,bcdhij
parcelamento,255634,1,0.1863,0,abcdhijkmoqrs
parcelamentos,31589,0.9089,0.0011,0,bcdhij
parcelar,61856,1,0.1863,0,abcdfghijklmoqrs
parcelas,602232,0.99,0.1863,0.002,bcdfhij
parcele,190280,0.99,0.0001,0.1124,bcdfhij
parceria,3787649,1,0.4268,0.0041,abcdfghijklmoqrst
parcerias,709188,0.99,0.1863,0,bcdfhij
parciais,211802,0.99,0.4268,0,bcdfhij
parcial,974760,1,0.4268,0.0141,abcdfghijklmnoqrst
parcialidade,42808,1,0.0658,0,abcdhijklmnoqrst
parcialmente,532711,1,0.4268,0,abcdhijlmqrst
parcimônia,28626,1,0.9994,0.0021,abcdghijklmoqrst
parcos,33145,0.99,0.1126,0,bcdfhij
parda,48163,1,0.8874,0.0045,bcdfghijlmoqs
pardais,36447,0.9999,0.0658,0.0046,bcdfghijp
pardal,27806,1,0.1126,0,abcdfghijklmoqrs
pardo,74946,1,0.2922,0,abcdfghijklmnoqrst
pardos,58260,0.9999,0.1126,0,bcdfghijk
pare,480990,0.99,0.4268,0.0022,bcdfhij
parece,9143736,1,0.9342,0.0028,bcdfghijmnp
parecem,1591102,0.99,0.1863,0.0081,bcdfhij
parecemos,24595,0.99,0.0119,0,bcdfhij
parecendo,394875,0.99,0.1863,0,bcdfhij
parecer,2418030,1,0.4268,0.254,abcdfghijklmnoqrst
parecera,39925,0.99,0.9881,0.0021,bcdfhij
pareceram,58190,0.99,0.0376,0,bcdfhij
parecerem,60871,0.99,0.0658,0,bcdfhij
pareceres,187695,0.99,0.0658,0,bcdfhij
pareceria,34523,0.99,0.0376,0,bcdfhij
pareces,23067,0.99,0.0066,0.0045,bcdfhij
parecesse,43025,0.99,0.0658,0,bcdfhij
pareceu,565292,0.99,0.1126,0.0047,bcdfhij
parecia,2010607,0.99,0.9881,0.1555,bcdfhij
pareciam,354121,0.99,0.1863,0.0021,bcdfhij
parecida,492661,0.999,0.1863,0,bcdfhijq
parecidas,409546,0.99,0.1863,0,bcdfhij
parecido,964538,1,0.4268,0,abcdfghijklmoqrst
parecidos,635359,0.999,0.1863,0,bcdfhijp
parecis,28081,1,0.002,0.4998,cdghijklmq
parede,2529556,1,0.5732,0,abcdfghijklmoqrst
paredes,1529660,1,0.4268,0.1295,bcdfghijmpqr
paredão,225697,1,0.4268,0.021,abcdfghijklmnoqst
paredões,28214,0.9089,0.0376,0,bcdfhj
parei,441659,0.99,0.0376,0,bcdfhij
pareja,21386,0.01,0.1863,0.1194,cfj
parem,161387,0.99,0.1126,0.0037,bcdfhij
parentais,29576,0.999,0.0658,0,cdfhjmqs
parental,69235,1,0.4268,0,acdfghijklmoqrs
parente,366634,1,0.4268,0.0132,abcdfhijklmnopqrst
parenteral,22350,1,0.0119,0,acdghijkmoqs
parentes,735605,0.9999,0.4268,0.002,bcdfhijpq
parentesco,139638,1,0.2922,0,abcdghijklmnoqrst
pares,678485,1,0.4268,0.0021,bcdfghijmp
pareça,480278,1,0.9788,0.0014,bcdfghijkm
pareçam,82871,0.99,0.0658,0.004,bcdfhij
pareço,81153,0.99,0.0066,0,bcdfhij
paridade,83820,1,0.1863,0,abcdfghijklmnoqrst
parir,49134,1,0.4268,0,abcdfghijklmoqrst
paris,2832742,1,0.9989,0.4837,abcdfghijklmqr
parisiense,67723,1,0.0658,0,abcdghijklmoqrs
parisienses,31942,0.9089,0.0658,0.0046,bcdhij
pariu,133436,0.99,0.1126,0,bcdfhij
parking,103117,0.0911,0.0212,0.1883,adho
parlamentar,701907,1,0.4268,0,abcdghijklmoqrst
parlamentares,640506,0.99,0.1863,0,bcdhijm
parlamentarismo,21953,1,0.0212,0,abcdhijklmoqs
parlamento,242199,1,0.1863,0,abcdhijklmnoqrst
parlamentos,28592,0.9089,0.0658,0,bcdhij
parmesão,161199,1,0.1126,0,abcdfghijklmoqs
parnaíba,594646,1,0.1863,0.4953,abcdfghijklmoqrs
paro,183854,1,0.9788,0.0019,bcdfghijklmoqs
parodias,39214,0.99,0.9881,0.0024,bcdfhij
paroquiais,29092,0.9089,0.0212,0,bcdhij
paroquial,82507,1,0.0658,0.0039,abcdfghijklmoqrs
paroquianos,25355,0.999,0.0119,0.0042,bcdhijqr
parou,989284,0.99,0.4268,0,bcdfhij
parque,1810773,1,0.9989,0.001,abcdfghijklmnopqrs
parqueamento,20256,0.999,0.0212,0,cdhmoqst
parques,767452,0.999,0.8874,0.0652,bcdfhijp
parquinho,46301,0.9089,0.0119,0,cdfhjr
parra,55443,1,0.9342,0.0091,acdfhjklmoqs
part,486645,0.01,0.1126,0,gkm
parta,78143,1,0.1126,0,abcdfhijor
partam,20348,0.99,0.0376,0,bcdfhij
parte,29593006,1,0.4268,0.0014,abcdfghijklmnopqrst
parteira,33450,1,0.1126,0,bcdfhijklmoqrs
parteiras,23753,0.99,0.0119,0,bcdfhij
partem,227536,0.99,0.4268,0,bcdfhij
partes,4084207,1,0.4268,0,bcdfghijmpqrs
parti,101517,0.99,0.1863,0.004,bcdfhij
partia,49258,0.99,0.1126,0,bcdfhij
partiam,32537,0.99,0.0376,0.0042,bcdfhij
participa,1096442,0.999,0.9788,0.009,bcdfhijm
participado,278116,0.99,0.0376,0,bcdhijn
participam,671932,0.999,0.1863,0,bcdhijmp
participamos,72598,0.9089,0.0212,0,bcdhij
participando,649521,0.9089,0.1863,0,bcdhij
participante,620848,1,0.2922,0.002,acdghjklmnoqrst
participantes,2645011,0.0911,0.2922,0,cdhj
participar,4403865,1,0.4268,0.002,abcdghijklmnopqrst
participara,137257,0.9089,0.9624,0,bcdhij
participaram,894478,0.9089,0.1863,0,bcdhij
participarem,232073,0.9089,0.1126,0,bcdhij
participaria,24176,0.9089,0.0212,0,bcdhij
participarão,126853,0.9089,0.0658,0,bcdhij
participasse,24024,0.9089,0.0212,0,bcdhij
participativa,154137,0.001,0.0376,0,cj
participativas,24702,0.001,0.0011,0,cj
participativo,111476,1,0.0658,0,acdghijkoqs
participativos,37064,0.001,0.0119,0,cj
participava,100574,0.9089,0.0658,0,bcdhij
participavam,63283,0.9089,0.0376,0,bcdhij
participação,5765312,1,0.5732,0.0019,abcdghijklmoqrst
participações,399901,0.5,0.1126,0.0028,bcdhj
participe,285685,1,0.9989,0.0046,abcdfghijklmoqst
participei,212356,0.9089,0.0658,0,bcdhij
participem,133639,0.9089,0.0376,0,bcdhij
participes,22169,0.9089,0.1863,0.0089,bcdhij
participo,107456,0.99,0.0376,0.0079,bcdfhij
participou,1219436,0.9089,0.1126,0,bcdhij
particular,2511611,1,0.4268,0.002,abcdghijklmnoqrst
particulares,1014545,0.9999,0.2922,0,bcdhijmps
particularidade,119419,1,0.2922,0,abcdhijklmoqrst
particularidades,208980,0.9089,0.1863,0.0043,bcdhjm
particularmente,1139417,1,0.2922,0,abcdhijlmoqrst
particípio,23094,1,0.5732,0.004,abcdghijklmoqrs
partida,3626904,1,0.4268,0.131,abcdfghijklmnopqrst
partidas,790913,0.9999,0.2922,0,bcdfghijm
partido,4059531,1,0.5732,0.3329,abcdfghijklmopqrst
partidos,1400451,0.9999,0.2922,0.002,bcdfghijp
partidária,260293,0.99,0.2922,0,bcdghjq
partidárias,127850,0.5,0.1126,0,bcdhj
partidário,150202,1,0.9963,0,abcdghijklmnoqrst
partidários,169281,0.5,0.2922,0,bcdhj
partilha,844248,1,0.9989,0.1283,abcdfhijklmnoqrst
partilhada,92515,0.0911,0.1863,0,cdhj
partilhadas,38285,0.0911,0.0212,0,cdhj
partilhado,88419,0.999,0.1863,0,bcdhijqr
partilhados,46094,0.0911,0.0376,0,cdhj
partilham,88744,0.999,0.1863,0,bcdfhijm
partilhamos,36993,0.9089,0.0212,0,bcdhij
partilhando,46640,0.9089,0.0658,0,bcdhij
partilhar,605784,1,0.1863,0,abcdfghijklmnoqrst
partilhas,38870,0.99,0.0376,0,bcdfhij
partilhe,33567,0.99,0.0037,0,bcdfhij
partilho,52547,0.99,0.0037,0,bcdfhij
partilhou,30000,0.99,0.0376,0,bcdfhij
partimos,101642,0.99,0.0376,0.004,bcdfhij
partindo,363822,0.99,0.1863,0,bcdfhij
partir,16778999,1,0.5732,0.002,abcdfghijklmopqrst
partira,38420,0.99,0.9788,0.0042,bcdfhij
partiram,160564,0.99,0.1126,0.0036,bcdfhij
partirem,27420,0.99,0.0376,0,bcdfhij
partitura,77891,1,0.2922,0.004,abcdfghijklmoqrs
partituras,78045,0.9089,0.0658,0,bcdhij
partiu,565439,0.999,0.2922,0.002,bcdfhijp
partição,147611,1,0.2922,0,abcdfghijklmnoqrst
partições,68896,0.9089,0.0037,0,bcdfhj
parto,1067792,1,0.4268,0.002,abcdfghijklmnoqrst
partos,91429,1,0.0658,0,bcdfghijklmq
partícula,168560,1,0.998,0.0044,abcdfghijklmnoqrst
partículas,507206,0.99,0.4268,0,bcdghjr
parva,37879,1,0.0376,0,cdfhjlmoqs
parvo,54531,1,0.0212,0,abcdfghijklmoqrst
parvos,25945,0.99,0.0037,0,bcdfhij
pará,536823772,1,1,0.3973,abcdfghijklmnopqrst
parábola,177842,1,0.5732,0.0071,abcdfghijklmnoqrs
parábolas,62934,0.9089,0.0376,0.0045,bcdfhj
parágrafo,939756,1,0.9989,0.0055,abcdfghijklmnoqrst
parágrafos,206473,0.5,0.2922,0,bcdhj
parâmetro,336733,1,0.9881,0,abcdfghijklmoqrst
parâmetros,867670,0.9089,0.4268,0,bcdhjr
parêntese,25419,1,0.8874,0,abcdfghijklmoqrs
parênteses,100647,0.9089,0.9788,0,bcdhij
parêntesis,25088,1,0.1863,0,cdghijklmoqrs
paródia,156864,1,0.9999,0.0052,abcdfghijklmnoqrs
paróquia,602907,1,0.9998,0.2785,abcdfghijklmnoqrs
paróquias,103936,0.99,0.9342,0,bcdfhij
pas,212908,1,0.9999,0.0088,bcdfghijnopr
pascal,226026,1,0.9624,0.1653,abcdfghijklmoqrst
pascoal,89124,1,0.1126,0.0242,abcdfghijklmoqst
pasep,121657,0.999,0.0376,0.0176,cdfghijk
pasma,26038,1,0.0658,0.0022,bcdfhijlmq
pasme,23590,0.99,0.0212,0,bcdfhij
pasmem,76414,0.99,0.0119,0.004,bcdfhij
pasmo,38709,1,0.1126,0,abcdfhijklmnoqrst
pasquim,41815,1,0.0658,0.0077,acdfghijklmnoqst
pass,66021,0.01,0.0212,0,dhk
passa,7659647,1,0.9999,0.2438,abcdfghijklmopqrs
passada,2205316,1,0.4268,0.0055,abcdfghijklmoqst
passadas,449168,1,0.4268,0,bcdfghijmps
passadeira,42429,1,0.0119,0,acdghijklmoqrst
passadeiras,23719,0.0911,0.0037,0.0451,cdhj
passadinha,187627,0.5,0.0037,0,cdhjq
passado,9528499,1,0.4268,0.2658,abcdfghijklmnoqrst
passador,21814,1,0.0658,0,acdfhjklmnoqrs
passados,509784,1,0.4268,0,bcdfghijms
passageira,110704,0.999,0.1126,0,bcdhijmo
passageiras,40953,0.9089,0.0658,0.0045,bcdhij
passageiro,387652,1,0.2922,0,abcdghijklmnoqrst
passageiros,1241781,0.99,0.4268,0.0159,bcdghij
passagem,3048395,1,0.5732,0,abcdfghijklmoqrst
passagens,1168674,0.99,0.2922,0.002,bcdfhij
passam,2178621,0.999,0.4268,0,bcdfhijp
passamos,737202,0.999,0.1863,0.002,bcdfhijp
passando,3074319,0.9999,0.2922,0,bcdfhijmp
passantes,35793,0.5,0.0212,0,cdfhj
passaporte,349290,1,0.2922,0,abcdghijklmnoqrst
passaportes,84532,0.99,0.0658,0.0057,bcdhijr
passar,8593513,1,0.4268,0,abcdfghijklmnopqrst
passaram,2052831,0.999,0.2922,0,bcdfhijp
passarei,58041,0.99,0.0376,0,bcdfhij
passarela,205202,1,0.1126,0,abcdfghijklmoqrs
passarelas,132928,0.99,0.0212,0,bcdhijp
passarem,238183,0.99,0.2922,0,bcdfhij
passaremos,53084,0.9089,0.0376,0,bcdhij
passaria,236618,0.99,0.1126,0,bcdfhij
passariam,64902,0.99,0.0658,0,bcdfhij
passarinho,195613,1,0.4268,0,bcdghijklmnoqrs
passarinhos,171013,0.9999,0.1863,0.007,bcdghijkp
passarmos,71997,0.99,0.0658,0,bcdfhij
passará,608461,1,1,0.0045,abcdfhijlmos
passarão,217633,1,0.2922,0,bcdfhijlmoqs
passas,126875,0.999,0.1863,0,bcdfghij
passasse,159420,0.99,0.1863,0,bcdfhij
passassem,53041,0.99,0.0658,0,bcdfhij
passatempo,217899,1,0.2922,0,abcdghijklmnoqrst
passatempos,317548,0.99,0.0376,0.324,bcdhijq
passava,949692,0.99,0.2922,0.0046,bcdfhij
passavam,289827,0.99,0.1126,0,bcdfhij
passe,1547218,1,0.9997,0.0016,abcdfghijklmnoqrs
passeamos,27251,0.99,0.1126,0.0048,bcdfhij
passeando,162330,0.999,0.1126,0,bcdfhijq
passear,613434,1,0.2922,0.0039,abcdfghijklmnopqrst
passeata,110817,1,0.1863,0,abcdfghijklmoqrst
passeatas,48756,0.99,0.1126,0,bcdfhij
passeava,38343,0.99,0.0212,0,bcdfhij
passei,1691653,0.99,0.1126,0,bcdfhij
passeia,92385,0.99,0.0658,0.0044,bcdfhij
passeiam,49052,0.99,0.0212,0,bcdfhij
passeie,21347,0.99,0.0066,0.005,bcdfhij
passeio,2100178,1,0.5732,0.3291,abcdfhijklmoqrst
